THE LIST CONTAINS THE EXPERIMENTAL TRANSITIONS ASSIGNED IN THE GROUND STATE OF 14ND3 FROM THE LITERATURE ( MW TRANSITIONS) AND
FROM THE NEW ASSIGNMENTS OF THE FIR SPECTRA RECENTLY RECORDED ( SEE https://doi.org/10.1016/j.jms.2023.111797 ).
IN THE HEADINGS OF COLUMNS 1-4 THE LETTER U AND L MEAN UPPER AND LOWER, RESPECTIVELY.
IN COLUMNS 5 AND 6 ARE INDICATED THE SYMMETRY WITH RESPECT THE INVERSION
MOTION. 1 CORRESPONDS TO ANTISYMMETRIC WHILE 0 TO SYMMETRIC WITH RESPECT THE INVERSION.
THE CALCULATED VALUE OF TRANSITIONS ARE OBTAINED FROM THE SPECTROSCOPIC FITTING PROCEDURE.
THE K=-3 LEVEL IS THAT AT LOWER ENERGY IN THE K=+,- 3 DOUBLET.

14ND3 MW transitions assigned in the ground state 

     JU  KU     JL  KL    U L     OBS/CM-1    CALC/CM-1    OBS-CALC      WEIGHT         OBS/MHZ        CALC/MHZ    OBS-CALC      UNC/CM-1
     23  15     22  15    1 0   230.840999   230.840942    0.000057   0.100E+09     6920439.050     6920437.336       1.713     0.00010000
     23  16     22  16    0 1   231.221443   231.221431    0.000012   0.100E+09     6931844.474     6931844.105       0.369     0.00010000
     23  16     22  16    1 0   231.288912   231.288871    0.000041   0.100E+09     6933867.144     6933865.922       1.222     0.00010000
     23  17     22  17    0 1   231.696263   231.696251    0.000012   0.100E+09     6946079.219     6946078.849       0.370     0.00010000
     23  17     22  17    1 0   231.774981   231.775027   -0.000046   0.100E+09     6948439.126     6948440.508      -1.382     0.00010000
     23  18     22  18    0 1   232.208741   232.208788   -0.000047   0.100E+09     6961442.923     6961444.326      -1.403     0.00010000
     23  18     22  18    1 0   232.301638   232.301702   -0.000064   0.100E+09     6964227.905     6964229.827      -1.922     0.00010000
     23  19     22  19    0 1   232.760968   232.760851    0.000117   0.100E+09     6977998.272     6977994.764       3.508     0.00010000
     23  19     22  19    1 0   232.871613   232.871557    0.000056   0.100E+09     6981315.326     6981313.660       1.666     0.00010000
     23  20     22  20    0 1   233.354376   233.354417   -0.000041   0.100E+09     6995788.197     6995789.429      -1.232     0.00010000
     23  20     22  20    1 0   233.487639   233.487696   -0.000057   0.100E+09     6999783.321     6999785.030      -1.709     0.00010000
     23  21     22  21    0 1   233.991688   233.991653    0.000035   0.100E+09     7014894.330     7014893.274       1.055     0.00010000
     23  21     22  21    1 0   234.153806   234.153758    0.000048   0.100E+09     7019754.505     7019753.058       1.447     0.00010000
     23  22     22  22    0 1   234.674953   234.674956   -0.000003   0.100E+09     7035378.099     7035378.176      -0.077     0.00010000
     23  22     22  22    1 0   234.874020   234.874050   -0.000030   0.100E+09     7041345.978     7041346.868      -0.890     0.00010000
     24   0     23   0    0 1   236.961668   236.961308    0.000360   0.100E+09     7103932.090     7103921.286      10.805    0.00010000
     24   1     23   1    0 1   236.974169   236.974211   -0.000042   0.100E+09     7104306.861     7104308.134      -1.274     0.00010000
     24   1     23   1    1 0   236.991894   236.991868    0.000026   0.100E+09     7104838.243     7104837.475       0.767     0.00010000
     24   2     23   2    0 1   237.013080   237.013009    0.000071   0.100E+09     7105473.383     7105471.252       2.131     0.00010000
     24   2     23   2    1 0   237.030496   237.030851   -0.000355   0.100E+09     7105995.502     7106006.140     -10.638    0.00010000
     24  -3     23  -3    0 1   237.049962   237.052075   -0.002113   0.100E+07     7106579.078     7106642.424     -63.347     0.00100000
     24   3     23   3    0 1   237.102735   237.102595    0.000140   0.100E+09     7108161.172     7108156.979       4.193     0.00010000
     24   3     23   3    1 0   237.120734   237.120997   -0.000263   0.100E+09     7108700.769     7108708.662      -7.893     0.00010000
     24  -3     23  -3    1 0   237.069773   237.069999   -0.000226   0.100E+09     7107172.997     7107179.787      -6.790     0.00010000
     24   4     23   4    0 1   237.168046   237.167746    0.000300   0.100E+07     7110119.147     7110110.163       8.983     0.00100000
     24   4     23   4    1 0   237.186380   237.186396   -0.000016   0.100E+09     7110668.786     7110669.276      -0.490     0.00010000
     24   5     23   5    0 1   237.285038   237.284874    0.000164   0.100E+09     7113626.479     7113621.559       4.920     0.00010000
     24   5     23   5    1 0   237.304249   237.304213    0.000036   0.100E+09     7114202.410     7114201.345       1.065     0.00010000
     24   6     23   6    0 1   237.428388   237.428658   -0.000270   0.100E+09     7117924.004     7117932.103      -8.099     0.00010000
     24   6     23   6    1 0   237.449043   237.448928    0.000115   0.100E+09     7118543.225     7118539.772       3.453     0.00010000
     24   7     23   7    0 1   237.599382   237.599333    0.000049   0.100E+09     7123050.275     7123048.803       1.472     0.00010000
     24   7     23   7    1 0   237.621015   237.620821    0.000194   0.100E+09     7123698.816     7123693.011       5.805     0.00010000
     24   8     23   8    0 1   237.797496   237.797642   -0.000146   0.100E+09     7128989.583     7128993.953      -4.369     0.00010000
     24   8     23   8    1 0   237.820858   237.820693    0.000165   0.100E+09     7129689.958     7129685.016       4.943     0.00010000
     24   9     23   9    0 1   238.023829   238.024093   -0.000264   0.100E+09     7135774.876     7135782.795      -7.919     0.00010000
     24   9     23   9    1 0   238.049240   238.049112    0.000128   0.100E+09     7136536.678     7136532.848       3.830     0.00010000
     24  10     23  10    0 1   238.279724   238.279368    0.000356   0.100E+07     7143446.415     7143435.754      10.661     0.00100000
     24  10     23  10    1 0   238.306995   238.306828    0.000167   0.100E+09     7144263.979     7144258.987       4.992     0.00010000
     24  11     23  11    1 0   238.594837   238.594704    0.000133   0.100E+09     7152893.265     7152889.284       3.981     0.00010000
     24  11     23  11    0 1   238.564305   238.564250    0.000055   0.100E+09     7151977.939     7151976.298       1.641     0.00010000
     24  12     23  12    1 0   238.913872   238.913727    0.000145   0.100E+09     7162457.694     7162453.335       4.359     0.00010000
     24  12     23  12    0 1   238.879770   238.879630    0.000140   0.100E+09     7161435.341     7161431.140       4.201     0.00010000
     24  13     23  13    1 0   239.264974   239.265024   -0.000050   0.100E+09     7172983.467     7172984.955      -1.488     0.00010000
     24  13     23  13    0 1   239.226381   239.226514   -0.000133   0.100E+09     7171826.478     7171830.461      -3.984     0.00010000
     24  14     23  14    1 0   239.649820   239.649884   -0.000064   0.100E+09     7184520.860     7184522.769      -1.910     0.00010000
     24  14     23  14    0 1   239.606192   239.606032    0.000160   0.100E+09     7183212.925     7183208.118       4.807     0.00010000
     24  15     23  15    1 0   240.069660   240.069780   -0.000120   0.100E+09     7197107.346     7197110.940      -3.593     0.00010000
     24  15     23  15    0 1   240.019591   240.019442    0.000149   0.100E+09     7195606.315     7195601.858       4.458     0.00010000
     24  16     23  16    1 0   240.526134   240.526400   -0.000266   0.100E+07     7210792.093     7210800.064      -7.971     0.00100000
     24  16     23  16    0 1   240.468220   240.468142    0.000078   0.100E+09     7209055.874     7209053.541       2.334     0.00010000
     24  17     23  17    1 0   241.021559   241.021683   -0.000124   0.100E+09     7225644.560     7225648.272      -3.712     0.00010000
     24  17     23  17    0 1   240.953724   240.953672    0.000052   0.100E+09     7223610.918     7223609.357       1.561     0.00010000
     24  18     23  18    1 0   241.557966   241.557864    0.000102   0.100E+07     7241725.638     7241722.565       3.072     0.00100000
     24  18     23  18    0 1   241.477805   241.477725    0.000080   0.100E+09     7239322.471     7239320.069       2.402     0.00010000
     24  19     23  19    1 0   242.137589   242.137527    0.000062   0.100E+09     7259102.298     7259100.442       1.856     0.00010000
     24  19     23  19    0 1   242.042129   242.042156   -0.000027   0.100E+09     7256240.479     7256241.282      -0.802     0.00010000
     24  20     23  20    1 0   242.763807   242.763676    0.000131   0.100E+09     7277875.841     7277871.917       3.924     0.00010000
     24  20     23  20    0 1   242.648799   242.648993   -0.000194   0.100E+09     7274427.988     7274433.807      -5.818     0.00010000
     24  21     23  21    1 0   243.439685   243.439815   -0.000130   0.100E+09     7298138.154     7298142.062      -3.907     0.00010000
     24  21     23  21    0 1   243.300588   243.300457    0.000131   0.100E+09     7293968.131     7293964.210       3.921     0.00010000
     24  22     23  22    1 0   244.170167   244.170065    0.000102   0.100E+09     7320037.454     7320034.389       3.065     0.00010000
     24  22     23  22    0 1   243.999142   243.998993    0.000149   0.100E+09     7314910.253     7314905.783       4.470     0.00010000
     24  23     23  23    1 0   244.959310   244.959323   -0.000013   0.100E+09     7343695.365     7343695.766      -0.400     0.00010000
     24  23     23  23    0 1   244.747371   244.747335    0.000036   0.100E+09     7337341.594     7337340.514       1.080     0.00010000
     25   0     24   0    0 1   246.045335   246.045405   -0.000070   0.100E+09     7376253.576     7376255.660      -2.084     0.00010000
     25   0     24   0    1 0   246.060697   246.060683    0.000014   0.100E+09     7376714.117     7376713.711       0.406     0.00010000
     25   1     24   1    0 1   246.059882   246.058599    0.001283   0.100E+07     7376689.684     7376651.229      38.455     0.00100000
     25   1     24   1    1 0   246.073706   246.073921   -0.000215   0.100E+09     7377104.117     7377110.569      -6.451     0.00010000
     25   2     24   2    0 1   246.098733   246.098296    0.000437   0.100E+09     7377854.408     7377841.302      13.106    0.00010000
     25   2     24   2    1 0   246.113671   246.113753   -0.000082   0.100E+09     7378302.238     7378304.685      -2.447     0.00010000
     25   3     24   3    0 1   246.194392   246.194167    0.000225   0.100E+09     7380722.192     7380715.452       6.741     0.00010000
     25  -3     24  -3    0 1   246.133777   246.133605    0.000172   0.100E+09     7378905.000     7378899.843       5.157     0.00010000
     25   3     24   3    1 0   246.210242   246.210123    0.000119   0.100E+09     7381197.363     7381193.804       3.559     0.00010000
     25  -3     24  -3    1 0   246.151046   246.149035    0.002011   0.100E+07     7379422.712     7379362.430      60.282     0.00100000
     25   4     24   4    0 1   246.256066   246.256124   -0.000058   0.100E+09     7382571.132     7382572.864      -1.732     0.00010000
     25   4     24   4    1 0   246.271907   246.272185   -0.000278   0.100E+09     7383046.034     7383054.372      -8.338     0.00010000
     25   5     24   5    0 1   246.375983   246.375838    0.000145   0.100E+09     7386166.154     7386161.813       4.341     0.00010000
     25   5     24   5    1 0   246.391251   246.392439   -0.001188   0.100E+07     7386623.877     7386659.479     -35.602     0.00100000
     25   6     24   6    0 1   246.522706   246.522771   -0.000065   0.100E+09     7390564.798     7390566.756      -1.958     0.00010000
     25   6     24   6    1 0   246.539952   246.540117   -0.000165   0.100E+09     7391081.821     7391086.763      -4.943     0.00010000
     25   7     24   7    0 1   246.696861   246.697066   -0.000205   0.100E+09     7395785.834     7395791.993      -6.159     0.00010000
     25   7     24   7    1 0   246.715594   246.715410    0.000184   0.100E+09     7396347.435     7396341.928       5.508     0.00010000
     25   8     24   8    0 1   246.899602   246.899601    0.000001   0.100E+09     7401863.856     7401863.835       0.022     0.00010000
     25   8     24   8    1 0   246.919293   246.919250    0.000043   0.100E+09     7402454.178     7402452.881       1.297     0.00010000
     25   9     24   9    0 1   247.130800   247.130848   -0.000048   0.100E+09     7408794.998     7408796.441      -1.443     0.00010000
     25   9     24   9    1 0   247.152409   247.152164    0.000245   0.100E+09     7409442.819     7409435.464       7.356     0.00010000
     25  10     24  10    0 1   247.391507   247.391493    0.000014   0.100E+09     7416610.797     7416610.388       0.409     0.00010000
     25  10     24  10    1 0   247.415611   247.414900    0.000711   0.100E+09     7417333.417     7417312.097      21.320    0.00010000
     25  11     24  11    0 1   247.682365   247.682326    0.000039   0.100E+09     7425330.501     7425329.328       1.173     0.00010000
     25  11     24  11    1 0   247.708380   247.708316    0.000064   0.100E+09     7426110.411     7426108.496       1.915     0.00010000
     25  12     24  12    0 1   248.004209   248.004244   -0.000035   0.100E+09     7434979.141     7434980.200      -1.059     0.00010000
     25  12     24  12    1 0   248.033503   248.033392    0.000111   0.100E+09     7435857.353     7435854.013       3.340     0.00010000
     25  13     24  13    0 1   248.358264   248.358265   -0.000001   0.100E+09     7445593.443     7445593.472      -0.029     0.00010000
     25  13     24  13    1 0   248.391215   248.391242   -0.000027   0.100E+09     7446581.289     7446582.095      -0.806     0.00010000
     25  14     24  14    0 1   248.745470   248.745529   -0.000059   0.100E+09     7457201.587     7457203.369      -1.783     0.00010000
     25  14     24  14    1 0   248.782934   248.783138   -0.000204   0.100E+09     7458324.729     7458330.831      -6.101     0.00010000
     25  15     24  15    0 1   249.167530   249.167313    0.000217   0.100E+09     7469854.627     7469848.112       6.515     0.00010000
     25  15     24  15    1 0   249.210359   249.210527   -0.000168   0.100E+09     7471138.608     7471143.639      -5.031     0.00010000
     25  16     24  16    0 1   249.625193   249.625031    0.000162   0.100E+09     7483575.019     7483570.154       4.865     0.00010000
     25  16     24  16    1 0   249.674906   249.675064   -0.000158   0.100E+09     7485065.377     7485070.116      -4.739     0.00010000
     25  17     24  17    0 1   250.120392   250.120249    0.000143   0.100E+09     7498420.711     7498416.432       4.280     0.00010000
     25  17     24  17    1 0   250.178482   250.178644   -0.000162   0.100E+09     7500162.206     7500167.066      -4.860     0.00010000
     25  18     24  18    0 1   250.654772   250.654692    0.000080   0.100E+09     7514441.021     7514438.618       2.403     0.00010000
     25  18     24  18    1 0   250.723343   250.723444   -0.000101   0.100E+09     7516496.728     7516499.752      -3.024     0.00010000
     25  19     24  19    0 1   251.230225   251.230250   -0.000025   0.100E+09     7531692.668     7531693.409      -0.742     0.00010000
     25  19     24  19    1 0   251.311942   251.311973   -0.000031   0.100E+09     7534142.482     7534143.418      -0.936     0.00010000
     25  20     24  20    0 1   251.848872   251.848993   -0.000121   0.100E+09     7550239.238     7550242.865      -3.627     0.00010000
     25  20     24  20    1 0   251.947206   251.947137    0.000069   0.100E+09     7553187.217     7553185.138       2.080     0.00010000
     25  21     24  21    0 1   252.513236   252.513186    0.000050   0.100E+09     7570156.370     7570154.877       1.492     0.00010000
     25  21     24  21    1 0   252.632440   252.632309    0.000131   0.100E+09     7573730.016     7573726.102       3.913     0.00010000
     25  22     24  22    0 1   253.225418   253.225314    0.000104   0.100E+09     7591507.049     7591503.924       3.125     0.00010000
     25  22     24  22    1 0   253.371589   253.371436    0.000153   0.100E+09     7595889.145     7595884.554       4.592     0.00010000
     25  23     24  23    0 1   253.988365   253.988127    0.000238   0.100E+09     7614379.625     7614372.491       7.134     0.00010000
     25  23     24  23    1 0   254.169330   254.169163    0.000167   0.100E+09     7619804.819     7619799.827       4.992     0.00010000
     25  24     24  24    0 1   254.804729   254.804750   -0.000021   0.100E+09     7638853.602     7638854.238      -0.636     0.00010000
     25  24     24  24    1 0   255.031041   255.031056   -0.000015   0.100E+09     7645638.265     7645638.724      -0.459     0.00010000
     26   4     25   4    0 1   255.259837   255.259692    0.000145   0.100E+09     7652497.396     7652493.049       4.347     0.00010000
     26   4     25   4    1 0   255.273645   255.273385    0.000260   0.100E+07     7652911.350     7652903.556       7.794     0.00100000
     26   5     25   5    0 1   255.381604   255.381802   -0.000198   0.100E+07     7656147.879     7656153.825      -5.946     0.00100000
     26   5     25   5    1 0   255.396011   255.395899    0.000112   0.100E+09     7656579.790     7656576.440       3.350     0.00010000
     26   6     25   6    0 1   255.531531   255.531643   -0.000112   0.100E+09     7660642.577     7660645.932      -3.354     0.00010000
     26   6     25   6    1 0   255.546274   255.546319   -0.000045   0.100E+09     7661084.562     7661085.912      -1.350     0.00010000
     26   7     25   7    0 1   255.709082   255.709225   -0.000143   0.100E+09     7665965.423     7665969.709      -4.286     0.00010000
     26   7     25   7    1 0   255.725309   255.724701    0.000608   0.100E+07     7666451.896     7666433.681      18.215     0.00100000
     26   8     25   8    0 1   255.915856   255.915617    0.000239   0.100E+09     7672164.351     7672157.183       7.168     0.00010000
     26   8     25   8    1 0   255.932678   255.932166    0.000512   0.100E+09     7672668.662     7672653.322      15.340    0.00010000
     26   9     25   9    0 1   256.151161   256.151236   -0.000075   0.100E+09     7679218.618     7679220.858      -2.240     0.00010000
     26   9     25   9    1 0   256.169472   256.169183    0.000289   0.100E+09     7679767.568     7679758.910       8.658     0.00010000
     26  10     25  10    0 1   256.416496   256.416771   -0.000275   0.100E+09     7687173.161     7687181.407      -8.246     0.00010000
     26  10     25  10    1 0   256.436759   256.436497    0.000262   0.100E+09     7687780.630     7687772.790       7.841     0.00010000
     26  11     25  11    0 1   256.713097   256.713016    0.000081   0.100E+09     7696065.035     7696062.596       2.439     0.00010000
     26  11     25  11    1 0   256.735060   256.734962    0.000098   0.100E+09     7696723.469     7696720.524       2.946     0.00010000
     26  12     25  12    0 1   257.041203   257.040872    0.000331   0.100E+09     7705901.405     7705891.492       9.913    0.00010000
     26  12     25  12    1 0   257.065790   257.065546    0.000244   0.100E+09     7706638.505     7706631.199       7.306     0.00010000
     26  13     25  13    0 1   257.401505   257.401363    0.000142   0.100E+09     7716702.988     7716698.729       4.259     0.00010000
     26  13     25  13    1 0   257.429391   257.429354    0.000037   0.100E+09     7717538.989     7717537.868       1.121     0.00010000
     26  14     25  14    0 1   257.795914   257.795637    0.000277   0.100E+07     7728527.072     7728518.754       8.318     0.00100000
     26  14     25  14    1 0   257.827366   257.827636   -0.000270   0.100E+09     7729469.979     7729478.063      -8.083     0.00010000
     26  15     25  15    0 1   258.225209   258.224978    0.000231   0.100E+09     7741397.012     7741390.084       6.929     0.00010000
     26  15     25  15    1 0   258.261673   258.261815   -0.000142   0.100E+09     7742490.176     7742494.443      -4.267     0.00010000
     26  16     25  16    0 1   258.690896   258.690816    0.000080   0.100E+09     7755357.957     7755355.566       2.392     0.00010000
     26  16     25  16    1 0   258.733415   258.733513   -0.000098   0.100E+09     7756632.645     7756635.587      -2.943     0.00010000
     26  17     25  17    1 0   259.244765   259.244579    0.000186   0.100E+09     7771962.532     7771956.969       5.563     0.00010000
     26  17     25  17    0 1   259.195019   259.194734    0.000285   0.100E+09     7770471.185     7770462.647       8.538     0.00010000
     26  18     25  18    1 0   259.797042   259.797134   -0.000092   0.100E+09     7788519.380     7788522.128      -2.748     0.00010000
     26  18     25  18    0 1   259.738597   259.738477    0.000120   0.100E+09     7786767.243     7786763.656       3.588     0.00010000
     26  19     25  19    1 0   260.393457   260.393612   -0.000155   0.100E+09     7806399.452     7806404.095      -4.643     0.00010000
     26  19     25  19    0 1   260.323877   260.323964   -0.000087   0.100E+09     7804313.496     7804316.099      -2.603     0.00010000
     26  20     25  20    1 0   261.036883   261.036824    0.000059   0.100E+09     7825688.878     7825687.098       1.780     0.00010000
     26  20     25  20    0 1   260.953072   260.953296   -0.000224   0.100E+09     7823176.288     7823183.004      -6.717     0.00010000
     26  21     25  21    1 0   261.730083   261.730021    0.000062   0.100E+09     7846470.492     7846468.645       1.847     0.00010000
     26  21     25  21    0 1   261.628583   261.628774   -0.000191   0.100E+09     7843427.598     7843433.334      -5.736     0.00010000
     26  22     25  22    1 0   262.477121   262.476986    0.000135   0.100E+09     7868866.127     7868862.089       4.039     0.00010000
     26  22     25  22    0 1   262.353084   262.352917    0.000167   0.100E+07     7865147.592     7865142.584       5.008     0.00100000
     26  23     25  23    1 0   263.282279   263.282140    0.000139   0.100E+09     7893004.157     7892999.987       4.170     0.00010000
     26  23     25  23    0 1   263.128563   263.128493    0.000070   0.100E+09     7888395.867     7888393.772       2.095     0.00010000
     26  24     25  24    1 0   264.150759   264.150706    0.000053   0.100E+09     7919040.532     7919038.957       1.575     0.00010000
     26  24     25  24    0 1   263.958772   263.958591    0.000181   0.100E+09     7913284.907     7913279.488       5.419     0.00010000
     26  25     25  25    1 0   265.088997   265.089002   -0.000005   0.100E+09     7947168.200     7947168.337      -0.137     0.00010000
     26  25     25  25    0 1   264.846841   264.846792    0.000049   0.100E+09     7939908.546     7939907.072       1.474     0.00010000
     27   9     26   9    0 1   265.083198   265.084055   -0.000857   0.100E+07     7946994.350     7947020.033     -25.683     0.00100000
     27   9     26   9    1 0   265.098999   265.098891    0.000108   0.100E+09     7947468.052     7947464.817       3.236     0.00010000
     27  10     26  10    0 1   265.353918   265.354004   -0.000086   0.100E+09     7955110.332     7955112.909      -2.578     0.00010000
     27  10     26  10    1 0   265.370204   265.370352   -0.000148   0.100E+09     7955598.574     7955603.005      -4.431     0.00010000
     27  11     26  11    0 1   265.655024   265.655128   -0.000104   0.100E+09     7964137.263     7964140.386      -3.123     0.00010000
     27  11     26  11    1 0   265.673191   265.673383   -0.000192   0.100E+09     7964681.895     7964687.644      -5.748     0.00010000
     27  12     26  12    0 1   265.988095   265.988332   -0.000237   0.100E+09     7974122.480     7974129.574      -7.094     0.00010000
     27  12     26  12    1 0   266.008676   266.008945   -0.000269   0.100E+07     7974739.483     7974747.532      -8.049     0.00100000
     27  13     26  13    0 1   266.354414   266.354638   -0.000224   0.100E+09     7985104.447     7985111.171      -6.724     0.00010000
     27  13     26  13    1 0   266.378667   266.378126    0.000541   0.100E+09     7985831.534     7985815.309      16.225    0.00010000
     27  14     26  14    0 1   266.755809   266.755200    0.000609   0.100E+07     7997137.967     7997119.717      18.249     0.00100000
     27  14     26  14    1 0   266.782151   266.782159   -0.000008   0.100E+09     7997927.680     7997927.931      -0.251     0.00010000
     27  15     26  15    0 1   267.190790   267.191307   -0.000517   0.100E+09     8010178.369     8010193.864     -15.495    0.00010000
     27  15     26  15    1 0   267.222500   267.222442    0.000058   0.100E+09     8011129.011     8011127.283       1.728     0.00010000
     27  16     26  16    0 1   267.664483   267.664394    0.000089   0.100E+07     8024379.328     8024376.660       2.668     0.00100000
     27  16     26  16    1 0   267.700452   267.700561   -0.000109   0.100E+09     8025457.651     8025460.920      -3.269     0.00010000
     27  17     26  17    0 1   268.176254   268.176054    0.000200   0.100E+09     8039721.836     8039715.841       5.995     0.00010000
     27  17     26  17    1 0   268.217437   268.218321   -0.000884   0.100E+07     8040956.472     8040982.986     -26.515     0.00100000
     27  18     26  18    0 1   268.728183   268.728046    0.000137   0.100E+09     8056268.252     8056264.137       4.115     0.00010000
     27  18     26  18    1 0   268.777695   268.777786   -0.000091   0.100E+09     8057752.584     8057755.318      -2.734     0.00010000
     27  19     26  19    0 1   269.322233   269.322305   -0.000072   0.100E+09     8074077.423     8074079.594      -2.171     0.00010000
     27  19     26  19    1 0   269.381146   269.381319   -0.000173   0.100E+09     8075843.590     8075848.783      -5.193     0.00010000
     27  20     26  20    0 1   269.960420   269.960958   -0.000538   0.100E+07     8093209.787     8093225.925     -16.137     0.00100000
     27  20     26  20    1 0   270.031602   270.031639   -0.000037   0.100E+09     8095343.770     8095344.869      -1.099     0.00010000
     27  21     26  21    0 1   270.646105   270.646332   -0.000227   0.100E+09     8113766.107     8113772.913      -6.807     0.00010000
     27  21     26  21    1 0   270.731877   270.731881   -0.000004   0.100E+09     8116337.486     8116337.600      -0.114     0.00010000
     27  22     26  22    0 1   271.380845   271.380974   -0.000129   0.100E+09     8135793.058     8135796.915      -3.858     0.00010000
     27  22     26  22    1 0   271.485747   271.485677    0.000070   0.100E+09     8138937.941     8138935.835       2.105     0.00010000
     27  23     26  23    0 1   272.167512   272.167673   -0.000161   0.100E+09     8159376.741     8159381.574      -4.833     0.00010000
     27  23     26  23    1 0   272.297314   272.297248    0.000066   0.100E+09     8163268.107     8163266.116       1.991     0.00010000
     27  24     26  24    0 1   273.009503   273.009505   -0.000002   0.100E+09     8184618.996     8184619.065      -0.068     0.00010000
     27  24     26  24    1 0   273.171536   273.171530    0.000006   0.100E+09     8189476.623     8189476.432       0.192     0.00010000
     27  25     26  25    0 1   273.910186   273.909923    0.000263   0.100E+09     8211620.793     8211612.922       7.871     0.00010000
     27  25     26  25    1 0   274.114352   274.114369   -0.000017   0.100E+09     8217741.536     8217742.033      -0.497     0.00010000
     27  26     26  26    0 1   274.873133   274.873056    0.000077   0.100E+09     8240489.218     8240486.907       2.311     0.00010000
     27  26     26  26    1 0   275.132880   275.132940   -0.000060   0.100E+09     8248276.237     8248278.038      -1.801     0.00010000
     28  12     27  12    1 0   274.862303   274.862496   -0.000193   0.100E+09     8240164.543     8240170.319      -5.776     0.00010000
     28  12     27  12    0 1   274.844960   274.845627   -0.000667   0.100E+09     8239644.613     8239664.604     -19.991    0.00010000
     28  13     27  13    1 0   275.234283   275.236483   -0.002200   0.100E+07     8251316.223     8251382.178     -65.955     0.00100000
     28  13     27  13    0 1   275.217098   275.217105   -0.000007   0.100E+09     8250801.029     8250801.236      -0.207     0.00010000
     28  14     27  14    1 0   275.645936   275.645649    0.000287   0.100E+09     8263657.269     8263648.678       8.591     0.00010000
     28  14     27  14    0 1   275.623419   275.623248    0.000171   0.100E+09     8262982.226     8262977.107       5.119     0.00010000
     28  15     27  15    1 0   276.091120   276.091366   -0.000246   0.100E+09     8277003.550     8277010.914      -7.365     0.00010000
     28  16     27  16    1 0   276.575218   276.575184    0.000034   0.100E+09     8291516.443     8291515.410       1.032     0.00010000
     28  17     27  17    1 0   277.097919   277.098865   -0.000946   0.100E+07     8307186.624     8307214.982     -28.358     0.00100000
     28  18     27  18    1 0   277.664519   277.664416    0.000103   0.100E+09     8324172.865     8324169.784       3.081     0.00010000
     28  18     27  18    0 1   277.622792   277.622534    0.000258   0.100E+09     8322921.921     8322914.172       7.749     0.00010000
     28  19     27  19    1 0   278.274845   278.274131    0.000714   0.100E+09     8342469.978     8342448.564      21.414    0.00010000
     28  19     27  19    0 1   278.224404   278.224453   -0.000049   0.100E+09     8340957.795     8340959.257      -1.462     0.00010000
     28  20     27  20    1 0   278.930375   278.930638   -0.000263   0.100E+09     8362122.273     8362130.167      -7.894     0.00010000
     28  20     27  20    0 1   278.871125   278.871205   -0.000080   0.100E+09     8360346.003     8360348.409      -2.406     0.00010000
     28  21     27  21    1 0   279.637165   279.636965    0.000200   0.100E+09     8383311.304     8383305.317       5.988     0.00010000
     28  21     27  21    0 1   279.564956   279.565137   -0.000181   0.100E+09     8381146.533     8381151.956      -5.423     0.00010000
     28  22     27  22    1 0   280.396637   280.396605    0.000032   0.100E+09     8406079.702     8406078.729       0.973     0.00010000
     28  22     27  22    0 1   280.308309   280.308817   -0.000508   0.100E+09     8403431.695     8403446.925     -15.230    0.00010000
     28  23     27  23    1 0   281.213737   281.213600    0.000137   0.100E+09     8430575.744     8430571.626       4.118     0.00010000
     28  23     27  23    0 1   281.105263   281.105058    0.000205   0.100E+09     8427323.775     8427317.626       6.149     0.00010000
     28  24     27  24    0 1   281.956705   281.956941   -0.000236   0.100E+09     8452849.364     8452856.453      -7.088     0.00010000
     28  24     27  24    1 0   282.092564   282.092647   -0.000083   0.100E+09     8456922.315     8456924.812      -2.497     0.00010000
     28  25     27  25    0 1   282.867959   282.867865    0.000094   0.100E+09     8480168.072     8480165.266       2.805     0.00010000
     28  25     27  25    1 0   283.039076   283.039232   -0.000156   0.100E+09     8485298.030     8485302.707      -4.676     0.00010000
     28  26     27  26    0 1   283.842152   283.841661    0.000491   0.100E+09     8509373.643     8509358.933      14.710    0.00010000
     28  26     27  26    1 0   284.059796   284.059849   -0.000053   0.100E+09     8515898.446     8515900.021      -1.574     0.00010000
     28  27     27  27    0 1   284.883142   284.883141    0.000001   0.100E+09     8540581.738     8540581.713       0.025     0.00010000
     28  27     27  27    1 0   285.162648   285.162681   -0.000033   0.100E+09     8548961.117     8548962.115      -0.998     0.00010000
     29  21     28  21    1 0   288.444697   288.444507    0.000190   0.100E+09     8647354.471     8647348.774       5.697     0.00010000
     29  21     28  21    0 1   288.384465   288.384633   -0.000168   0.100E+09     8645548.761     8645553.799      -5.038     0.00010000
     29  23     28  23    1 0   290.031175   290.030438    0.000737   0.100E+09     8694915.885     8694893.778      22.107    0.00010000
     29  23     28  23    0 1   289.940318   289.940188    0.000130   0.100E+09     8692192.061     8692188.163       3.898     0.00010000
     29  24     28  24    0 1   290.800267   290.800475   -0.000208   0.100E+09     8717972.683     8717978.928      -6.245     0.00010000
     29  24     28  24    1 0   290.913398   290.913280    0.000118   0.100E+09     8721364.265     8721360.729       3.536     0.00010000
     29  25     28  25    0 1   291.720349   291.720203    0.000146   0.100E+09     8745556.048     8745551.682       4.365     0.00010000
