J'  k'     J"  k"  s' s"   OBS/CM-1    CALC/CM-1  OBS-CALC/CM-1  WEIGHT      UNC/CM-1        OBS/MHZ        CALC/MHZ    OBS-CALC/MHZ
 9  -3      9   6    s a    53.577890    53.574015    0.003875   0.167E+06    0.00173205    1606224.734     1606108.552     116.182   
 9   3      9   6    a s    53.662940    53.663609   -0.000669   0.125E+06    0.00200000    1608774.469     1608794.536     -20.068   
 9   3      9   6    a s    53.657880    53.663609   -0.005729   0.250E+06   0.00141421     1608622.774     1608794.536    -171.763   
 9   3      9   6    a s    53.658740    53.663609   -0.004869   0.100E+06    0.00200000    1608648.556     1608794.536    -145.980   
 9  -3      9   6    s a    53.573598    53.574015   -0.000417   0.104E+07    0.00069282    1606096.063     1606108.552     -12.489   
10   6      9   6    s s   102.322672   102.322863   -0.000191   0.313E+07    0.00056569    3067556.535     3067562.260      -5.725   
10   6      9   6    s s   102.322452   102.322863   -0.000411   0.208E+07    0.00056569    3067549.939     3067562.260     -12.321   
10   6      9   6    a a   102.319870   102.319904   -0.000034   0.333E+06    0.00141421    3067472.533     3067473.562      -1.029   
10   6      9   6    s a   102.275583   102.275606   -0.000023   0.100E+09    0.00010000    3066144.842     3066145.539      -0.697   
10   6      9   6    a a   102.319753   102.319904   -0.000151   0.156E+07    0.00056569    3067469.025     3067473.562      -4.536   
10   6      9   6    s s   102.322490   102.322863   -0.000373   0.167E+06    0.00141421    3067551.079     3067562.260     -11.182   
10   6      9   6    s s   102.322801   102.322863   -0.000062   0.208E+07    0.00056569    3067560.402     3067562.260      -1.858   
10   6      9   6    s s   102.317360   102.322863   -0.005503   0.143E+06   0.00141421     3067397.285     3067562.260    -164.975   
10   9      9   6    a s    12.701273    12.698347    0.002926   0.167E+06    0.00173205     380774.585      380686.854      87.731   
10   3      9   6    s a   155.712850   155.716075   -0.003225   0.133E+06    0.00173205    4668153.804     4668250.487     -96.683   
10  -3      9   6    a s   155.815450   155.800492    0.014958   0.571E+05   0.00223607     4671229.675     4670781.244     448.431   
10   9      9   6    a s    12.696390    12.698347   -0.001957   0.667E+05    0.00223607     380628.197      380686.854     -58.658   
10   6      9   6    a a   102.318880   102.319904   -0.001024   0.500E+06    0.00141421    3067442.854     3067473.562     -30.708   
10   3      9   6    s a   155.712510   155.716075   -0.003565   0.111E+06    0.00173205    4668143.611     4668250.487    -106.876   
10  -3      9   6    a s   155.821779   155.800492    0.021287   0.800E+05   0.00223607     4671419.414     4670781.244     638.169   
10   6      9   6    a a   102.317110   102.319904   -0.002794   0.250E+06    0.00141421    3067389.790     3067473.562     -83.771   
10   6      9   6    a a   102.319781   102.319904   -0.000123   0.208E+07    0.00056569    3067469.865     3067473.562      -3.697   
10   6      9   6    a a   102.319993   102.319904    0.000089   0.208E+07    0.00056569    3067476.220     3067473.562       2.659   
10   6      9   6    s s   102.318880   102.322863   -0.003983   0.500E+06    0.00141421    3067442.854     3067562.260    -119.407   
10   9      9   6    s a    12.598860    12.595912    0.002948   0.333E+06    0.00141421     377704.321      377615.929      88.392   
10   3      9   6    s a   155.719880   155.716075    0.003805   0.250E+06    0.00141421    4668364.558     4668250.487     114.071   
10   6      9   6    a a   102.320060   102.319904    0.000156   0.200E+06    0.00141421    3067478.229     3067473.562       4.667   
10   6      9   6    s s   102.322616   102.322863   -0.000247   0.208E+07    0.00056569    3067554.856     3067562.260      -7.404   
10   6      9   6    s s   102.322200   102.322863   -0.000663   0.500E+06    0.00141421    3067542.385     3067562.260     -19.876   
10   6      9   6    a a   102.321600   102.319904    0.001696   0.250E+06    0.00141421    3067524.397     3067473.562      50.835   
10   6      9   6    a a   102.319800   102.319904   -0.000104   0.200E+06    0.00141421    3067470.434     3067473.562      -3.127   
10   6      9   6    a a   102.319900   102.319904   -0.000004   0.333E+06    0.00141421    3067473.432     3067473.562      -0.129   
10   6      9   6    s s   102.347009   102.322863    0.024146   0.200E+06   0.00141421     3068286.140     3067562.260     723.879   
10   6      9   6    s s   102.322149   102.322863   -0.000714   0.208E+07    0.00056569    3067540.856     3067562.260     -21.405   
10   6      9   6    s s   102.322820   102.322863   -0.000043   0.250E+06    0.00141421    3067560.972     3067562.260      -1.289   
10   6      9   6    s s   102.322700   102.322863   -0.000163   0.500E+06    0.00141421    3067557.374     3067562.260      -4.886   
10   6      9   6    s s   102.323017   102.322863    0.000154   0.156E+07    0.00056569    3067566.878     3067562.260       4.617   
10   6      9   6    s s   102.322860   102.322863   -0.000003   0.167E+06    0.00141421    3067562.171     3067562.260      -0.089   
10  -3      9   6    a s   155.803738   155.800492    0.003246   0.800E+05    0.00223607    4670878.558     4670781.244      97.314   
10   6      9   6    s s   102.322893   102.322863    0.000030   0.208E+07    0.00056569    3067563.160     3067562.260       0.900   
10   6      9   6    a a   102.319879   102.319904   -0.000025   0.156E+07    0.00056569    3067472.803     3067473.562      -0.759   
10   6      9   6    a a   102.319450   102.319904   -0.000454   0.250E+06    0.00141421    3067459.942     3067473.562     -13.620   
10   9      9   6    a s    12.695040    12.698347   -0.003307   0.222E+06    0.00173205     380587.725      380686.854     -99.130   
10   6      9   6    a a   102.319070   102.319904   -0.000834   0.167E+06    0.00141421    3067448.550     3067473.562     -25.012   
10   6      9   6    s s   102.322820   102.322863   -0.000043   0.250E+06    0.00141421    3067560.972     3067562.260      -1.289   
10   6      9   6    s s   102.322930   102.322863    0.000067   0.333E+06    0.00141421    3067564.269     3067562.260       2.009   
10   6      9   6    s s   102.325190   102.322863    0.002327   0.200E+06    0.00141421    3067632.023     3067562.260      69.762   
10  -3      9   6    a s   155.806290   155.800492    0.005798   0.833E+05    0.00200000    4670955.065     4670781.244     173.821   
10   6      9   6    s s   102.322550   102.322863   -0.000313   0.167E+06    0.00141421    3067552.877     3067562.260      -9.383   
10   6      9   6    s s   102.322740   102.322863   -0.000123   0.250E+06    0.00141421    3067558.573     3067562.260      -3.687   
10   6      9   6    s s   102.322900   102.322863    0.000037   0.333E+06    0.00141421    3067563.370     3067562.260       1.110   
10   6      9   6    a a   102.320326   102.319904    0.000422   0.156E+07    0.00056569    3067486.203     3067473.562      12.642   
10   6      9   6    a a   102.319710   102.319904   -0.000194   0.333E+06    0.00141421    3067467.736     3067473.562      -5.825   
10   9      9   6    s a    12.587220    12.595912   -0.008692   0.111E+06   0.00173205      377355.362      377615.929    -260.567   
10   9      9   6    s a    12.597310    12.595912    0.001398   0.333E+06    0.00141421     377657.853      377615.929      41.924   
10   6      9   6    a a   102.319925   102.319904    0.000021   0.208E+07    0.00056569    3067474.182     3067473.562       0.620   
10   3      9   6    s a   155.705490   155.716075   -0.010585   0.250E+06   0.00141421     4667933.157     4668250.487    -317.330   
10   6      9   6    a a   102.321385   102.319904    0.001481   0.208E+07    0.00056569    3067517.952     3067473.562      44.390   
10   6      9   6    a s   102.367178   102.367161    0.000017   0.100E+09    0.00010000    3068890.791     3068890.283       0.508   
10   6      9   6    a a   102.319690   102.319904   -0.000214   0.167E+06    0.00141421    3067467.137     3067473.562      -6.425   
11   9      9   6    s a   125.305420   125.310982   -0.005562   0.200E+06   0.00141421     3756561.986     3756728.744    -166.757   
11   6      9   6    s s   214.699986   214.700310   -0.000324   0.139E+07    0.00069282    6436543.654     6436553.360      -9.707   
11   9      9   6    a s   125.412360   125.409612    0.002748   0.556E+05    0.00244949    3759767.967     3759685.583      82.383   
11   9      9   6    s a   125.309330   125.310982   -0.001652   0.200E+06    0.00141421    3756679.205     3756728.744     -49.539   
11   3      9   6    a s   267.979100   267.979348   -0.000248   0.667E+05    0.00223607    8033811.308     8033818.731      -7.423   
11   6      9   6    a a   214.694124   214.694321   -0.000197   0.104E+07    0.00069282    6436367.915     6436373.818      -5.903   
11   6      9   6    s s   214.699750   214.700310   -0.000560   0.133E+06    0.00173205    6436536.578     6436553.360     -16.782   
11  -3      9   6    s a   267.893050   267.892969    0.000081   0.156E+07    0.00056569    8031231.594     8031229.157       2.437   
11   6      9   6    a a   214.693936   214.694321   -0.000385   0.139E+07    0.00069282    6436362.279     6436373.820     -11.540   
11   9      9   6    s a   125.310768   125.310982   -0.000214   0.156E+07    0.00056569    3756722.315     3756728.744      -6.428   
11  -3      9   6    s a   267.894850   267.892969    0.001881   0.167E+06    0.00141421    8031285.557     8031229.157      56.400   
11   6      9   6    a a   214.694300   214.694321   -0.000021   0.133E+06    0.00173205    6436373.192     6436373.820      -0.628   
11   6      9   6    a a   214.694190   214.694321   -0.000131   0.133E+06    0.00173205    6436369.894     6436373.820      -3.926   
11   6      9   6    s s   214.700220   214.700310   -0.000090   0.111E+06    0.00173205    6436550.669     6436553.360      -2.692   
11   6      9   6    s s   214.699806   214.700310   -0.000504   0.139E+07    0.00069282    6436538.257     6436553.360     -15.103   
11   6      9   6    s s   214.699670   214.700310   -0.000640   0.111E+06    0.00173205    6436534.180     6436553.360     -19.180   
11   3      9   6    a s   267.982860   267.979348    0.003512   0.667E+05    0.00223607    8033924.030     8033818.731     105.299   
11   6      9   6    a a   214.693530   214.694321   -0.000791   0.111E+06    0.00173205    6436350.108     6436373.820     -23.712   
11   6      9   6    a a   214.694735   214.694321    0.000414   0.104E+07    0.00069282    6436386.233     6436373.820      12.413   
11   9      9   6    a s   125.412050   125.409612    0.002438   0.556E+05    0.00244949    3759758.673     3759685.583      73.090   
11   6      9   6    s s   214.701650   214.700310    0.001340   0.167E+06    0.00173205    6436593.539     6436553.360      40.179   
11  -3      9   6    s a   267.898310   267.892969    0.005341   0.133E+06   0.00173205     8031389.285     8031229.157     160.128   
11   6      9   6    a a   214.694140   214.694321   -0.000181   0.167E+06    0.00173205    6436368.395     6436373.820      -5.425   
11   6      9   6    s s   214.700599   214.700310    0.000289   0.104E+07    0.00069282    6436562.031     6436553.360       8.671   
 8   1      9   7    s s     3.358460     3.359173   -0.000713   0.133E+06    0.00173205     100684.098      100705.472     -21.374   
 8   1      9   7    a a     3.347586     3.351038   -0.003452   0.100E+06    0.00200000     100358.104      100461.581    -103.478   
 9   4      9   7    a s    65.730690    65.729806    0.000884   0.521E+06    0.00080000    1970556.512     1970529.997      26.515   
 9   4      9   7    s a    65.637157    65.636587    0.000570   0.521E+06    0.00080000    1967752.463     1967735.366      17.097   
 9   4      9   7    a s    65.731440    65.729806    0.001634   0.500E+06    0.00141421    1970578.997     1970529.997      49.000   
 9   4      9   7    a s    65.725540    65.729806   -0.004266   0.133E+06    0.00173205    1970402.119     1970529.997    -127.878   
 9   4      9   7    s a    65.636972    65.636587    0.000385   0.521E+06    0.00080000    1967746.917     1967735.366      11.551   
